wavelength_nm,LCP_inc_R_LCP,LCP_inc_R_RCP,LCP_inc_R_total,LCP_inc_T_LCP,LCP_inc_T_RCP,LCP_inc_T_total,RCP_inc_R_LCP,RCP_inc_R_RCP,RCP_inc_R_total,RCP_inc_T_LCP,RCP_inc_T_RCP,RCP_inc_T_total,CD_transmission,CD_reflection
589.0,0.12842877179109932,0.6441022534311673,0.7725310252222667,0.19408281247936948,0.09489840687957488,0.2889812193589444,0.6441022534311673,0.12842877179109932,0.7725310252222667,0.09489840687957488,0.19408281247936948,0.2889812193589444,0.0,0.0
592.0,0.12981138464032718,0.6419843422840116,0.7717957269243387,0.19478194973729282,0.09497932763487389,0.2897612773721667,0.6419843422840116,0.12981138464032718,0.7717957269243387,0.09497932763487389,0.19478194973729282,0.2897612773721667,0.0,0.0
595.0,0.13118765510613756,0.6398625505523028,0.7710502056584403,0.19548358935292215,0.09506882325123833,0.2905524126041605,0.6398625505523028,0.13118765510613756,0.7710502056584403,0.09506882325123833,0.19548358935292215,0.2905524126041605,0.0,0.0
598.0,0.13255752482105457,0.6377371836484514,0.770294708469506,0.19618753562762656,0.09516677842032506,0.29135431404795165,0.6377371836484514,0.13255752482105457,0.770294708469506,0.09516677842032506,0.19618753562762656,0.29135431404795165,0.0,0.0
601.0,0.13392093838772537,0.6356085374012882,0.7695294757890135,0.19689359826922728,0.09527308175623976,0.29216668002546703,0.6356085374012882,0.13392093838772537,0.7695294757890135,0.09527308175623976,0.19689359826922728,0.29216668002546703,0.0,0.0
604.0,0.13527784323651273,0.63347689844428,0.7687547416807927,0.19760159220762896,0.09538762561226556,0.2929892178198945,0.63347689844428,0.13527784323651273,0.7687547416807927,0.09538762561226556,0.19760159220762896,0.2929892178198945,0.0,0.0
607.0,0.13662818949166355,0.631342544583574,0.7679707340752375,0.19831133741910098,0.09551030590681782,0.2938216433259188,0.631342544583574,0.13662818949166355,0.7679707340752375,0.09551030590681782,0.19831133741910098,0.2938216433259188,0.0,0.0
610.0,0.1379719298454881,0.6292057451470764,0.7671776749925645,0.19902265875872635,0.09564102195811938,0.29466368071684573,0.6292057451470764,0.1379719298454881,0.7671776749925645,0.09564102195811938,0.19902265875872635,0.29466368071684573,0.0,0.0
613.0,0.13930901944001706,0.6270667613156792,0.7663757807556962,0.19973538580055986,0.09577967632710989,0.29551506212766976,0.6270667613156792,0.13930901944001706,0.7663757807556962,0.09577967632710989,0.19973538580055986,0.29551506212766976,0.0,0.0
616.0,0.1406394157556493,0.6249258464376863,0.7655652621933356,0.20044935268506522,0.09592617466813994,0.29637552735320516,0.6249258464376863,0.1406394157556493,0.7655652621933356,0.09592617466813994,0.20044935268506522,0.29637552735320516,0.0,0.0
619.0,0.14196307850632855,0.6227832463274188,0.7647463248337474,0.2011643979734311,0.09608042558702402,0.2972448235604551,0.6227832463274188,0.14196307850632855,0.7647463248337474,0.09608042558702402,0.2011643979734311,0.2972448235604551,0.0,0.0
622.0,0.143279969540828,0.6206391995489243,0.7639191690897523,0.20188036450838848,0.09624234050605678,0.29812270501444527,0.6206391995489243,0.143279969540828,0.7639191690897523,0.09624234050605678,0.20188036450838848,0.29812270501444527,0.0,0.0
625.0,0.14459005274974426,0.6184939376856368,0.763083990435381,0.2025970992811721,0.09641183353561407,0.29900893281678614,0.6184939376856368,0.14459005274974426,0.763083990435381,0.09641183353561407,0.2025970992811721,0.29900893281678614,0.0,0.0
628.0,0.14589329397783207,0.6163476855968033,0.7622409795746354,0.20331445330429804,0.09658882135199046,0.2999032746562885,0.6163476855968033,0.14589329397783207,0.7622409795746354,0.09658882135199046,0.20331445330429804,0.2999032746562885,0.0,0.0
631.0,0.1471896609413381,0.6142006616614324,0.7613903226027705,0.2040322814898392,0.09677322308113862,0.3008055045709778,0.6142006616614324,0.1471896609413381,0.7613903226027705,0.09677322308113862,0.2040322814898392,0.3008055045709778,0.0,0.0
634.0,0.14847912315001202,0.61205307801046,0.760532201160472,0.20475044253290828,0.09696496018800126,0.3017154027209095,0.61205307801046,0.14847912315001202,0.760532201160472,0.09696496018800126,0.20475044253290828,0.3017154027209095,0.0,0.0
